CUSTOMER_PK,SALUTATION,FIRST_NAME,LAST_NAME,GENDER,MARITAL_STATUS,DAY_OF_BIRTH,BIRTH_COUNTRY,EMAIL_ADDRESS,CITY_NAME,ZIP_CODE,COUNTRY_NAME,GMT_TIMEZONE_OFFSET,PREFERRED_CUST_FLAG,REGISTRATION_TIME
27343408,Mr.,Tyler,Francis,M,S,1929-01-23,Brazil,tyler.francis@zbxf4belfb9.com,Kingston,64975,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27343409,Dr.,Joe,Page,F,M,1942-06-07,Malaysia,joe.page@smcxyoxh1d.com,Hopewell,70587,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27343436,Dr.,Granville,Foster,M,W,1942-11-01,Haiti,granville.foster@cz.com,Sulphur Springs,08954,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27343440,Miss,Grace,Pena,F,D,1935-10-06,Bermuda,grace.pena@xesuedryk8gorubkpbed.org,Mountain View,14466,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27343484,Mrs.,Sarah,Hernandez,F,M,1958-05-16,Cape Verde,sarah.hernandez@tnhy5g2vy3hatg.org,Thomas,50330,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27343528,Dr.,Thomas,Elliot,F,M,1968-10-17,Myanmar,thomas.elliot@pjzhxysnq.org,Red Hill,24338,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
"27343549,Mr.,James,Willingham,F,M,1962-03-13,""Virgin Islands, U.S."",james.willingham@o07snl.org,Maple Grove,58252,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700"
27343567,Ms.,Kimberly,Tillman,F,W,1982-06-14,Guyana,kimberly.tillman@hck5n1stmncq.org,Belleview,50492,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27343583,Mr.,Barry,Gill,F,M,1966-06-23,Cyprus,barry.gill@ap5kuqx.org,Clifton,58014,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27343590,Mrs.,Theresa,Kennedy,F,U,1955-01-10,Aland Islands,theresa.kennedy@kgcqkmokqbzr.com,Gum Springs,02706,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27343641,Mrs.,Natalie,Mcginnis,F,D,1944-04-20,Malaysia,natalie.mcginnis@r0miixaep.edu,Mountain View,64466,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27343667,Mr.,Scott,Teeter,F,D,1960-10-11,Ukraine,scott.teeter@v8xlidr7mmvvx.org,Leland,69452,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27343672,Mrs.,Valerie,Conroy,F,W,1983-12-19,Togo,valerie.conroy@yvsm0bm.com,Buena Vista,45752,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27343693,Mrs.,Beth,Plunkett,F,U,1966-07-11,Austria,beth.plunkett@rmaat76uvy.org,Jackson,49583,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27343716,Mr.,Stephen,Pfeifer,F,D,1988-06-29,United Kingdom,stephen.pfeifer@h.org,Five Forks,32293,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27343724,Sir,Eddie,Herrera,F,S,1948-09-29,Aruba,eddie.herrera@y8gyuff2xx.org,Greenville,51387,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27343726,Miss,Bianca,Shields,M,S,1945-09-01,Puerto Rico,bianca.shields@6uhzxqp4svsbi.com,Clifton,38014,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27343732,Dr.,David,Richardson,M,S,1931-11-29,Nauru,david.richardson@xcqj.com,Woodland,84854,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27343742,Dr.,Jason,Rivero,M,M,1984-09-25,Venezuela,jason.rivero@vgvmz.edu,Shiloh,69275,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27343783,Miss,Clara,Robertson,F,S,1951-10-29,Mongolia,clara.robertson@0jgfq9zr7u2.edu,Hamilton,42808,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27343785,Dr.,Moses,Lee,M,M,,El Salvador,moses.lee@bin.edu,Red Hill,54338,United States,-6.00,,2022-10-03 22:43:20.810 -0700
27343806,Ms.,Michelle,Peters,F,W,1985-08-10,Solomon Islands,michelle.peters@xpneoq6igev7u.edu,Spring Valley,66060,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27343831,Dr.,John,Doyle,F,U,1955-10-24,Palau,john.doyle@zbuomnu3vqk.org,Cumberland,28971,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27343844,Mr.,Randolph,Sexton,F,W,1988-07-04,Slovakia,randolph.sexton@pb4hj3j1xo.com,Maple Grove,68252,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27343846,Dr.,Lucie,Andersen,F,D,1965-07-18,Palau,lucie.andersen@jc0axgbihbq2yxb.com,Barnes,43788,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27343901,Dr.,Harry,Baxter,F,M,1975-02-08,Belgium,harry.baxter@ahvp3z.edu,Crossroads,50534,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27343918,Mr.,Corey,Yost,F,M,1924-12-18,Vanuatu,corey.yost@4hd8v59th.com,Farmington,79145,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
"27343919,Sir,David,Anderson,F,S,1948-05-03,""Moldova, Republic Of"",david.anderson@ala9joijrb.org,Five Forks,22293,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700"
27343925,Mrs.,Tiffany,Lanier,M,W,1925-10-07,Italy,tiffany.lanier@sr3jha.org,Red Hill,64338,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27343936,Dr.,Albert,Elder,F,M,1965-10-25,Aruba,albert.elder@7csgxmjshpjn96zvep.com,Riverside,69231,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27343944,Dr.,Stewart,Richards,F,U,1936-02-02,Cuba,stewart.richards@9ehx9vyqzzv.edu,Leesville,25423,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27343956,Mrs.,Michelle,Griggs,F,U,1949-03-12,Afghanistan,michelle.griggs@vjkjcdufey9cl.com,Franklin,59101,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27343980,Dr.,Clyde,Anderson,F,D,1992-01-08,Wallis And Futuna,clyde.anderson@tt82ycypmjv8.com,Post Oak,38567,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27344019,Miss,Velma,Mann,F,D,1974-04-10,Ethiopia,velma.mann@ubritbettuc.org,New Hope,79431,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344021,Sir,Billy,Davis,F,D,1931-03-03,Fiji,billy.davis@ux.edu,Walnut Grove,77752,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344025,Mr.,Robert,White,F,W,1964-08-22,Latvia,robert.white@rks3mflbnqm4s6.org,Kingston,64975,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27344034,Sir,Thomas,Thomas,M,D,1936-04-04,Kenya,thomas.thomas@rsjcd7f.org,Newport,61521,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344075,Dr.,Gerald,Gilley,M,M,1936-12-08,Tokelau,gerald.gilley@qxe6n9aju7m.com,Fairfield,26192,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27344128,Dr.,William,Oneal,F,U,1930-07-01,Niger,william.oneal@hlbfdp9bmmsil.com,Mount Olive,68059,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344130,Dr.,Blake,Anderson,M,D,1951-02-19,Burundi,blake.anderson@uu8jsxh7qxdd.org,Jamestown,36867,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27344138,Miss,Amber,Garcia,M,D,1965-01-03,Solomon Islands,amber.garcia@nb0be.com,Spring Valley,56060,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27344146,Dr.,Sean,Vanover,F,S,1966-12-07,Mayotte,sean.vanover@feovzynibmgznmx.edu,Georgetown,97057,United States,-8.00,FALSE,2022-10-03 22:43:20.810 -0700
27344152,Dr.,Michael,Reynolds,M,U,1928-12-22,Pitcairn,michael.reynolds@pqrzlsfj8rot7.edu,Liberty,73451,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344157,Dr.,Ruth,Ellis,F,W,1969-09-28,Latvia,ruth.ellis@3jftelj0uvh19hpl.org,Wilson,56971,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27344159,Ms.,Benita,Herr,F,D,1985-07-18,Albania,benita.herr@qrhtzxdf4agy2.org,Roxbury,55508,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27344188,Sir,Giovanni,Porter,M,M,1962-02-28,Maldives,giovanni.porter@v9aq1sux4plt.edu,Friendship,54536,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344208,Dr.,Paul,Pulliam,F,D,1984-02-28,Slovenia,paul.pulliam@zslnfipy.org,Greenwood,48828,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344226,Sir,Lawrence,Edwards,M,D,1989-08-16,Rwanda,lawrence.edwards@czmagp2knby5.org,Plainview,83683,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27344249,Sir,Zack,Byars,F,U,1930-11-02,Philippines,zack.byars@kuz0z0xmx.com,Ashland,24244,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27344259,Sir,Harrison,Jackson,F,D,1946-09-30,Martinique,harrison.jackson@lt7ky.edu,Oakwood,70169,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344271,Sir,Abraham,Berry,F,D,1967-02-15,Denmark,abraham.berry@chk1oahl.com,King,70008,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344280,Dr.,Joseph,Wilbur,M,W,1938-04-27,Kiribati,joseph.wilbur@palx1tzeqe5hn88oa.org,Florence,43394,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27344309,Dr.,Jeffrey,Hernandez,F,S,1959-02-14,Haiti,jeffrey.hernandez@j4ysffaqv7czp.edu,Oakland,99843,United States,-8.00,TRUE,2022-10-03 22:43:20.810 -0700
27344318,Sir,Richard,Linn,M,M,1987-03-04,Serbia,richard.linn@0xvagqfhrq.org,Hillcrest,23003,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27344340,Dr.,Rosemary,Tovar,F,S,1968-05-11,Isle Of Man,rosemary.tovar@qiqnmabtycrft3etls.org,New Hope,29431,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27344342,Mrs.,Carolyn,Smith,F,W,1924-06-16,Mayotte,carolyn.smith@clsg4997gduu9i.com,Pleasant Valley,22477,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27344377,Dr.,Rodney,Gould,M,D,1942-12-05,Lesotho,rodney.gould@g2.org,New Hope,49431,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27344378,Mrs.,Melissa,Cameron,M,U,1956-01-09,Guernsey,melissa.cameron@chfmptr6cbg2.edu,Shiloh,59275,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344387,Ms.,Esther,Goodwin,M,D,1933-08-11,Nepal,esther.goodwin@pej1hab8u2h.org,Jackson,49583,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27344393,Ms.,Idella,Williams,M,D,1968-09-14,Benin,idella.williams@c89.com,Red Bank,64975,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27344399,Mrs.,Mildred,Jennings,F,W,1978-02-23,Kiribati,mildred.jennings@n0qbj1s.com,Riverside,09831,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27344415,Dr.,Celia,Holmes,F,S,1980-03-05,Western Sahara,celia.holmes@zsbgbqovqfh.com,Bethesda,65980,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344419,Sir,Willard,Samuel,F,U,1966-12-28,United Kingdom,willard.samuel@xidy4qugcaz.com,Five Forks,92293,United States,-9.00,FALSE,2022-10-03 22:43:20.810 -0700
27344459,Sir,Charles,Clark,F,D,1934-10-13,Cyprus,charles.clark@vpnjflm3.com,Clifton,18014,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27344472,Mrs.,Susan,Sams,M,M,1963-12-30,Kuwait,susan.sams@k9znbkan.com,Kingston,74975,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344504,Mr.,Monroe,Miller,F,D,1989-06-02,Lithuania,monroe.miller@tklxzcombg1rz.org,Newport,61521,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344522,Miss,Katrina,Lyons,M,D,1988-10-17,Senegal,katrina.lyons@qphvmopagnh4zb.org,Newtown,51749,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27344541,Miss,Margie,Warren,M,U,1935-08-25,Marshall Islands,margie.warren@fhtamjzcvgoctb.edu,Springdale,38883,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344564,Dr.,Robert,Henke,M,D,1976-05-15,Georgia,robert.henke@vpthhyaxrhnot.org,Harmony,45804,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27344586,Sir,Ross,Kilgore,F,D,1948-07-17,Tuvalu,ross.kilgore@u9v8hzregof.org,Springdale,38883,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27344593,Ms.,Viola,Wright,F,M,1970-09-13,Benin,viola.wright@lkzg.org,Belmont,60191,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27344614,Mr.,Edward,Peck,F,U,1952-02-11,Chile,edward.peck@z9jizrj.edu,Brownsville,99310,United States,-8.00,TRUE,2022-10-03 22:43:20.810 -0700
27344620,Miss,Anissa,Yates,F,W,1946-04-26,Egypt,anissa.yates@zx8m59t38o7dnoqk.com,Lebanon,72898,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27344659,Mr.,Quentin,Gibson,F,W,1930-02-06,Japan,quentin.gibson@enjtmv210l76s.com,Waterloo,51675,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344664,Dr.,Wanda,Hale,F,M,1987-04-20,Bangladesh,wanda.hale@e1u.com,Enterprise,61757,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27344685,Ms.,Sandra,Colley,F,M,1989-01-04,Georgia,sandra.colley@yucqkx62svymh.org,Springdale,28883,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27344761,Sir,Cecil,Brooks,M,W,1978-10-20,Maldives,cecil.brooks@zgzrcd.com,Friendship,74536,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344808,Dr.,Thomas,Taylor,M,S,1969-01-14,Martinique,thomas.taylor@toylj7ddl0ocq17z.org,Bridgeport,65817,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344835,Ms.,Kathleen,Galvez,F,D,1947-10-21,Norfolk Island,kathleen.galvez@ymesnbeuuo6mm.org,Florence,73394,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344861,Ms.,Lizzie,Holland,F,M,1946-10-22,Tokelau,lizzie.holland@2nfptkgs8dl.com,Summit,60499,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
"27344918,Dr.,Tammi,Espinoza,F,W,1952-01-09,""Moldova, Republic Of"",tammi.espinoza@fxikyvhl.edu,Page,40296,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700"
27344922,Miss,Joyce,Davis,M,U,1951-06-21,Niger,joyce.davis@tljkqbzq76ki.com,Brownsville,89310,United States,-8.00,FALSE,2022-10-03 22:43:20.810 -0700
27344931,Mr.,Sammy,Johnson,F,D,1979-09-28,Ukraine,sammy.johnson@quuuj17dn7k2pas0rg.edu,Arcola,61654,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27344947,Sir,Milton,Garcia,M,W,1991-12-23,Angola,milton.garcia@cen6.org,Salem,48048,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27344955,Sir,Peter,Decker,M,W,1943-10-08,Martinique,peter.decker@lexsrb4yhk.com,Mount Olive,78059,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27344990,Mrs.,Deborah,Potter,F,M,1969-07-14,Bangladesh,deborah.potter@chcu.org,Arlington,16557,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345003,Ms.,Bonita,Carter,F,S,1988-07-07,Barbados,bonita.carter@63znhtgyx1y.edu,Sulphur Springs,78354,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345010,Mrs.,Ethel,Echols,M,W,1962-12-16,Martinique,ethel.echols@hrejjm.com,Antioch,68605,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27345066,Miss,Cindy,Henry,F,M,1991-02-08,Suriname,cindy.henry@2pd.edu,Glenwood,83511,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27345069,Mr.,Scott,Cardenas,M,D,1983-05-19,New Caledonia,scott.cardenas@lcczqfnj82dr0q.edu,Antioch,68605,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27345074,Miss,Nettie,Taylor,M,U,1973-08-28,Guam,nettie.taylor@hpthi.org,Wildwood,46871,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27345083,Mrs.,Katrina,Dolan,F,D,1952-10-25,Burundi,katrina.dolan@qc2dmepi83vq.com,Bridgeport,85817,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27345163,Miss,Cathy,Nguyen,F,M,1975-02-24,Belgium,cathy.nguyen@peeinv6a1clqmc.edu,Brunswick,74642,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345167,Mr.,Bill,Martinez,M,D,1981-11-18,Malta,bill.martinez@szmtqpjdacgk.org,Midway,11904,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345214,Miss,Lori,Ledesma,M,U,1990-03-25,Luxembourg,lori.ledesma@gt.edu,Lakewood,78877,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345218,Sir,Jimmie,Ford,M,S,1987-03-29,France,jimmie.ford@6eabxno.com,Greenfield,45038,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345244,Ms.,Vickie,Wong,F,M,1974-09-29,Nicaragua,vickie.wong@jtuplbnozhbnls.edu,Hopewell,20587,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27345265,Miss,Theresa,Watkins,F,D,1927-09-26,Spain,theresa.watkins@s3h9faztx.edu,Union,28721,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345274,Ms.,Christine,Campbell,M,M,1974-01-25,Gambia,christine.campbell@s.com,Highland,59454,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27345287,Dr.,Elizabeth,Kemp,F,W,1933-04-19,Qatar,elizabeth.kemp@ctxfcqoakmsb9.org,Hidden Valley,45521,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27345319,Miss,Lois,Cleveland,F,S,1968-07-31,Faroe Islands,lois.cleveland@gp8nx6z.org,Salem,,,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27345321,Dr.,Beverly,Lapointe,M,W,1940-05-10,Portugal,beverly.lapointe@b2piprpbfg4g.com,Five Points,36098,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345322,Dr.,Jennifer,Martinez,M,U,1926-02-07,Australia,jennifer.martinez@pkqdnirejj.edu,Valley View,15124,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345324,Dr.,Robert,Schneider,F,S,1988-02-13,Tonga,robert.schneider@ri4jztn7.org,Greenfield,75038,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345342,Mrs.,Alberta,Spooner,M,U,1944-05-08,Belize,alberta.spooner@ktz1k36gbq.edu,Prosperity,29089,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27345343,Dr.,William,Dodd,M,W,1966-08-23,Togo,william.dodd@dt.com,Blair,15465,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27345364,Dr.,Steven,Clary,F,W,1925-04-03,Lesotho,steven.clary@y9trvukbjq.org,Lebanon,22898,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345367,Dr.,Stephen,White,M,W,1940-05-31,Iraq,stephen.white@hfnydguxdfe6nnff2.org,Woodlawn,64098,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345371,Sir,Christopher,Miller,M,M,1974-11-08,Norway,christopher.miller@gaqjreeoo1zryrzfe.edu,Red Hill,64338,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27345374,Mrs.,Lorine,Page,M,U,1926-01-11,Nauru,lorine.page@tt3z5.edu,Flatwoods,74212,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345381,Mrs.,Arthur,Devine,M,D,1965-07-18,Iraq,arthur.devine@xecskujqx.org,Lakewood,78877,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345436,Miss,Glenna,Bland,M,S,1932-03-30,Tokelau,glenna.bland@z4bcmyyi56.org,Cedar Grove,50411,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27345438,Dr.,Alvin,Perry,F,S,1958-05-23,Rwanda,alvin.perry@ltbfbbpok.com,Bloomingdale,11824,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27345455,Ms.,Kristen,Carlson,F,S,1944-02-19,Mozambique,kristen.carlson@q7y27th8mc9a.edu,Summit,80499,United States,-8.00,TRUE,2022-10-03 22:43:20.810 -0700
27345463,Mr.,Ernest,Wright,F,U,1987-05-09,Antarctica,ernest.wright@xzgxvoe6.org,Bridgeport,55817,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27345488,Sir,Robert,Springer,F,S,1992-05-15,Poland,robert.springer@i3ponokna73u.edu,Spring Hill,36787,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345494,Sir,Jose,Whitley,M,D,1963-02-10,Solomon Islands,jose.whitley@r5ecmqoh9b.com,Red Bank,14975,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345528,Ms.,Hilda,Mcgee,F,W,1992-07-17,Argentina,hilda.mcgee@k7m1v1zj0.com,Providence,16614,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345549,Sir,Jason,Hood,M,W,1925-02-22,Hungary,jason.hood@qlaf.org,Liberty,43451,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27345607,Sir,Malcolm,Justus,F,S,1982-08-18,CÔte D'ivoire,malcolm.justus@fxuamsjaz.org,Clifton,28014,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345629,Ms.,Victoria,Weber,F,M,1936-12-08,Gabon,victoria.weber@tu.edu,Concord,64107,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345650,Mr.,Kenny,Griffin,F,M,1942-02-14,Poland,kenny.griffin@tdgpl9huubas.org,Newtown,21749,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345651,Dr.,Harriett,Dickinson,F,W,1952-01-07,Eritrea,harriett.dickinson@ivji4cutpxrrp.edu,Oak Ridge,68371,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345673,Dr.,Shannan,Leclair,M,W,1935-06-05,Norfolk Island,shannan.leclair@1kscak1.org,Roxbury,95508,United States,-8.00,FALSE,2022-10-03 22:43:20.810 -0700
"27345694,Sir,Tom,Dougherty,M,W,1961-04-18,""Moldova, Republic Of"",tom.dougherty@lpqjkzfuc.org,Friendship,64536,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700"
27345709,Ms.,Ali,Perez,M,U,1938-05-09,San Marino,ali.perez@tzaajl0f0tihh6du2.edu,Freeman,52297,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345737,Miss,Sue,Robles,F,M,1968-08-03,Aruba,sue.robles@vxoq7stop.com,Oak Ridge,68371,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27345773,Sir,Scott,Williams,M,D,1943-08-17,Greece,scott.williams@8sfgm9h18ulkkh.com,Oakwood,40169,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345827,Mrs.,Elizabeth,Gorman,F,W,1925-11-21,Latvia,elizabeth.gorman@giozubpfeg.com,Woodlawn,34098,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27345836,Sir,Jeffrey,Albert,M,W,1945-12-24,Turkmenistan,jeffrey.albert@ndayril1cd8b45ji2slu.org,Fairfield,16192,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27345840,Dr.,Robert,Jones,M,D,1966-04-10,Nigeria,robert.jones@u0gurqi7mt.com,Antioch,68605,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27345865,Dr.,Jason,Randall,F,U,1967-04-20,Angola,jason.randall@rciuockour.com,Kelly,92738,United States,-8.00,FALSE,2022-10-03 22:43:20.810 -0700
27345917,Ms.,Sabine,Pennington,F,S,1985-01-07,Kuwait,sabine.pennington@kknannq4r.edu,Mountain View,34466,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27345934,Mrs.,Imogene,Shepherd,F,D,1973-09-22,Guam,imogene.shepherd@p4igksb6r.org,Wilson,07571,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27345963,Dr.,Justin,Tucker,F,U,1945-03-25,Suriname,justin.tucker@3vmdcgfkm4rp0s.edu,Spring Valley,,,,FALSE,2022-10-03 22:43:20.810 -0700
27345987,Miss,Florence,Hart,F,S,1945-06-06,Togo,florence.hart@xkbcdqsorf4pkrfyl.com,Valley View,85124,United States,-8.00,TRUE,2022-10-03 22:43:20.810 -0700
27345992,Miss,Jacqueline,Peck,M,W,1948-07-28,Chile,jacqueline.peck@yonyp.edu,Lewisburg,87538,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27346007,Sir,Keith,Nelms,M,W,1942-12-02,Turkey,keith.nelms@rsg5o74vaavy8.edu,Five Forks,92293,United States,-8.00,TRUE,2022-10-03 22:43:20.810 -0700
27346023,Mr.,Reginald,Cain,F,D,1942-02-23,Uganda,reginald.cain@jq9osplizzbbo03.edu,Friendship,24536,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346027,Mrs.,Diane,Fields,F,S,1957-08-10,Bangladesh,diane.fields@ouz3zvtxn2x.edu,Summit,50499,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346037,Mrs.,Judith,Winters,F,M,1945-08-11,Tuvalu,judith.winters@5jhgnmulxr5x.edu,Springfield,49303,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346041,Miss,Danielle,Sykes,M,U,1977-08-29,Seychelles,danielle.sykes@xz2snityx.org,White Oak,56668,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27346118,Mr.,John,Spann,F,M,1945-12-14,Turkey,john.spann@ocoe.org,Woodville,64289,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346145,Mrs.,Ethel,Ramirez,M,S,1977-07-24,Sierra Leone,ethel.ramirez@v8q9xgb9.com,Kingston,64975,,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346147,Mr.,Richard,Stevens,F,S,1961-05-25,Bulgaria,richard.stevens@s5.org,Riverside,39231,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27346148,Dr.,Jose,Corona,M,S,1938-09-23,Tunisia,jose.corona@t4lqer5ng0q.edu,Woodland,34854,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
